,epoch,loss,accuracy,macro_f,precision,recall,val_loss,val_accuracy,val_macro_f,val_precision,val_recall,test_loss,test_accuracy,test_macro_f,test_precision,test_recall,split,seed,dropout_rate,embedding_type,max_length,arch_type,run_id
28,2,0.856758,0.742438,0.734149,0.768483,0.742438,0.97691,0.712785,0.704911,0.742126,0.712785,0.970578,0.713482,0.704646,0.742575,0.713482,valid,42,0.2,distilbert-base-uncased,100,PretrainedBaseline,News26/keep_all/PretrainedBaseline
29,1,1.240606,0.645653,0.626097,0.657247,0.645653,0.993624,0.7092,0.696623,0.730324,0.7092,0.991456,0.70243,0.689168,0.722543,0.70243,valid,42,0.2,distilbert-base-uncased,100,PretrainedBaseline,News26/keep_all/PretrainedBaseline
30,3,0.713282,0.78138,0.775235,0.807479,0.78138,1.014346,0.707806,0.701839,0.742367,0.707806,1.003627,0.706064,0.702246,0.74596,0.706064,valid,4,0.2,bert-base-uncased,100,PretrainedBaseline,News26/keep_all/PretrainedBaseline
31,2,0.899686,0.731565,0.722397,0.757094,0.731565,0.979361,0.711242,0.703439,0.741097,0.711242,0.972872,0.710744,0.702766,0.740643,0.710744,valid,4,0.2,bert-base-uncased,100,PretrainedBaseline,News26/keep_all/PretrainedBaseline
32,1,1.301493,0.633206,0.610042,0.637951,0.633206,1.032144,0.698048,0.683657,0.716023,0.698048,1.020427,0.696654,0.685763,0.722497,0.696654,valid,4,0.2,bert-base-uncased,100,PretrainedBaseline,News26/keep_all/PretrainedBaseline
33,3,0.716102,0.780708,0.773757,0.805738,0.780708,1.016422,0.70701,0.698684,0.736668,0.70701,1.009604,0.707956,0.699821,0.737919,0.707956,valid,25,0.2,bert-base-uncased,100,PretrainedBaseline,News26/keep_all/PretrainedBaseline
34,2,0.898846,0.732238,0.723134,0.758037,0.732238,0.97569,0.713283,0.702688,0.73742,0.713283,0.970908,0.710694,0.700247,0.733977,0.710694,valid,25,0.2,bert-base-uncased,100,PretrainedBaseline,News26/keep_all/PretrainedBaseline
35,1,1.300203,0.631681,0.608355,0.636321,0.631681,1.032704,0.697451,0.683306,0.715043,0.697451,1.025185,0.692721,0.681103,0.71672,0.692721,valid,25,0.2,bert-base-uncased,100,PretrainedBaseline,News26/keep_all/PretrainedBaseline
36,3,0.71303,0.782525,0.776062,0.808037,0.782525,1.023461,0.706363,0.692372,0.723572,0.706363,1.01419,0.70686,0.693434,0.726414,0.70686,valid,2021,0.2,bert-base-uncased,100,PretrainedBaseline,News26/keep_all/PretrainedBaseline
37,2,0.901115,0.731404,0.722299,0.757278,0.731404,0.990065,0.708802,0.701017,0.738455,0.708802,0.981748,0.708553,0.700636,0.738779,0.708553,valid,2021,0.2,bert-base-uncased,100,PretrainedBaseline,News26/keep_all/PretrainedBaseline
38,1,1.296986,0.63236,0.609114,0.637001,0.63236,1.027263,0.702778,0.691268,0.72484,0.702778,1.015557,0.697949,0.686979,0.723962,0.697949,valid,2021,0.2,bert-base-uncased,100,PretrainedBaseline,News26/keep_all/PretrainedBaseline
